state,district,year,residualsodiumcarbonate,gdp
Odisha,Mayurbhanj,2015,-1.2687324,253191.6726
Odisha,Mayurbhanj,2018,0.0,338339.411
Odisha,Nabarangpur,2009,1.4333333,185167.8379
Odisha,Nabarangpur,2014,0.026666671,235930.7377
Odisha,Nabarangpur,2015,-3.0222223,253191.6726
Odisha,Nabarangpur,2018,0.0,338339.411
Odisha,Nayagarh,2009,1.636,185167.8379
Odisha,Nayagarh,2012,1.2,216301.0722
Odisha,Nayagarh,2013,1.745,233121.874
Odisha,Nayagarh,2014,0.37393942,235930.7377
Odisha,Nayagarh,2015,-1.4869767,253191.6726
Odisha,Nayagarh,2018,0.0,338339.411
Odisha,Nuapada,2012,2.8,216301.0722
Odisha,Nuapada,2013,1.5799999,233121.874
Odisha,Nuapada,2014,-1.8894118,235930.7377
Odisha,Nuapada,2015,-2.3808,253191.6726
Odisha,Nuapada,2018,0.0,338339.411
Odisha,Puri,2009,3.1146667,185167.8379
Odisha,Puri,2012,2.1133332,216301.0722
Odisha,Puri,2013,2.056,233121.874
Odisha,Puri,2014,0.20615384,235930.7377
Odisha,Puri,2015,-0.093090922,253191.6726
Odisha,Puri,2018,0.0,338339.411
Odisha,Rayagada,2009,0.34,185167.8379
Odisha,Rayagada,2012,1.6,216301.0722
Odisha,Rayagada,2013,1.72,233121.874
Odisha,Rayagada,2014,-0.74666667,235930.7377
Odisha,Rayagada,2015,0.63647056,253191.6726
Odisha,Rayagada,2018,0.0,338339.411
Odisha,Sambalpur,2009,0.83636361,185167.8379
Odisha,Sambalpur,2012,1.2616667,216301.0722
Odisha,Sambalpur,2013,1.0214286,233121.874
Odisha,Sambalpur,2014,-1.4158621,235930.7377
Odisha,Sambalpur,2015,-2.2452307,253191.6726
Odisha,Sambalpur,2018,0.0,338339.411
Odisha,Sonepur,2009,0.60000002,185167.8379
Odisha,Sonepur,2012,2.8,216301.0722
Odisha,Sonepur,2013,1.96,233121.874
Odisha,Sonepur,2014,2.0,235930.7377
Odisha,Sonepur,2015,-4.54,253191.6726
Odisha,Sonepur,2018,0.0,338339.411
Odisha,Subarnapur,2009,0.745,185167.8379
Odisha,Subarnapur,2012,1.9266667,216301.0722
Odisha,Subarnapur,2013,0.456,233121.874
Odisha,Subarnapur,2014,-2.7262857,235930.7377
Odisha,Subarnapur,2015,-6.3779311,253191.6726
Odisha,Subarnapur,2018,0.0,338339.411
Odisha,Sundargarh,2009,0.54857141,185167.8379
Odisha,Sundargarh,2012,0.40000001,216301.0722
Odisha,Sundargarh,2013,0.29500002,233121.874
Odisha,Sundargarh,2014,-1.3251282,235930.7377
Odisha,Sundargarh,2015,-1.2244444,253191.6726
Odisha,Sundargarh,2018,0.0,338339.411
Pondicherry,Karaikal,2000,3.3900001,7081.521016
Pondicherry,Karaikal,2001,10.24,7561.47887
Pondicherry,Karaikal,2005,6.7800002,9498.973153
Pondicherry,Karaikal,2006,4.7800002,9855.548955
Pondicherry,Karaikal,2014,-2.5999999,16054.68247
Pondicherry,Karaikal,2016,0.0,18283.79116
Pondicherry,Karaikal,2018,502.74701,23467.7812
Pondicherry,Puducherry,2001,1.4579023,7561.47887
Pondicherry,Puducherry,2002,1.48,8311.413017
Pondicherry,Puducherry,2005,0.57999998,9498.973153
Pondicherry,Puducherry,2006,2.29,9855.548955
Pondicherry,Puducherry,2007,1.38,10634.72318
Pondicherry,Puducherry,2015,-0.33333325,17024.66497
Pondicherry,Puducherry,2016,0.0,18283.79116
Pondicherry,Puducherry,2018,260.50275,23467.7812
Pondicherry,Yanam,2000,0.44400001,7081.521016
Pondicherry,Yanam,2004,-0.80000001,7499.34147
Pondicherry,Yanam,2007,1.4,10634.72318
Pondicherry,Yanam,2008,2.5999999,11610.37096
Pondicherry,Yanam,2009,0.80000001,13703.21806
Pondicherry,Yanam,2010,0.0,14619.81649
Pondicherry,Yanam,2011,2.98,15159.56
Pondicherry,Yanam,2012,0.0,15507.37
Pondicherry,Yanam,2013,1.2,17238.51
Pondicherry,Yanam,2014,-1.08,16054.68247
Pondicherry,Yanam,2015,-3.79,17024.66497
Pondicherry,Yanam,2017,0.0,20024.15779
Pondicherry,Yanam,2018,-0.60000002,23467.7812
Punjab,Amritsar,2000,5.9690909,130869.8139
Punjab,Amritsar,2001,9.6199999,132574.7758
Punjab,Amritsar,2002,3.9949999,134832.8664
Punjab,Amritsar,2004,3.738378,150374.3301
Punjab,Amritsar,2005,2.628,157746.8314
Punjab,Amritsar,2006,2.2049999,174759.67
Punjab,Amritsar,2007,3.8333335,189894.1595
Punjab,Amritsar,2008,3.5699999,200421.2722
Punjab,Amritsar,2009,5.3000002,213223.6778
Punjab,Amritsar,2010,3.5266669,226995.4769
Punjab,Amritsar,2012,4.1925001,251812.5938
Punjab,Amritsar,2013,2.3724999,267515.21
Punjab,Amritsar,2014,1.1844444,278484.6
Punjab,Amritsar,2015,3.9333334,294894.8566
Punjab,Amritsar,2016,3.8800001,315782.9924
Punjab,Amritsar,2018,4.6891999,353942.4692
Punjab,Barnala,2000,10.788,130869.8139
Punjab,Barnala,2001,6.4099998,132574.7758
Punjab,Barnala,2002,8.9330511,134832.8664
Punjab,Barnala,2004,7.9666667,150374.3301
Punjab,Barnala,2005,5.52,157746.8314
Punjab,Barnala,2006,8.1119995,174759.67
Punjab,Barnala,2007,4.7285714,189894.1595
Punjab,Barnala,2008,9.5571423,200421.2722
Punjab,Barnala,2009,6.7414804,213223.6778
Punjab,Barnala,2010,9.7560005,226995.4769
Punjab,Barnala,2012,6.0866666,251812.5938
Punjab,Barnala,2014,4.7366667,278484.6
Punjab,Barnala,2015,1.0566666,294894.8566
Punjab,Barnala,2016,7.3000002,315782.9924
Punjab,Barnala,2018,7.771018,353942.4692
Punjab,Bathinda,2000,11.204,130869.8139
Punjab,Bathinda,2001,14.93,132574.7758
Punjab,Bathinda,2002,13.148,134832.8664
Punjab,Bathinda,2004,17.324675,150374.3301
Punjab,Bathinda,2005,9.868,157746.8314
Punjab,Bathinda,2006,10.806666,174759.67
Punjab,Bathinda,2007,16.827272,189894.1595
Punjab,Bathinda,2008,16.862499,200421.2722
Punjab,Bathinda,2009,16.496,213223.6778
Punjab,Bathinda,2010,7.2581816,226995.4769
Punjab,Bathinda,2012,10.824286,251812.5938
Punjab,Bathinda,2013,14.094286,267515.21
Punjab,Bathinda,2014,4.4416666,278484.6
Punjab,Bathinda,2015,3.2304001,294894.8566
Punjab,Bathinda,2016,-13.75,315782.9924
Punjab,Bathinda,2018,3.3578191,353942.4692
Punjab,Faridkot,2000,8.9499998,130869.8139
Punjab,Faridkot,2004,11.24,150374.3301
Punjab,Faridkot,2005,12.93,157746.8314
Punjab,Faridkot,2006,12.39,174759.67
Punjab,Faridkot,2007,10.835,189894.1595
Punjab,Faridkot,2008,14.815001,200421.2722
Punjab,Faridkot,2009,14.26,213223.6778
Punjab,Faridkot,2010,4.46,226995.4769
Punjab,Faridkot,2012,8.9200001,251812.5938
Punjab,Faridkot,2013,7.2599998,267515.21
Punjab,Faridkot,2014,5.8450003,278484.6
Punjab,Faridkot,2018,3.8801582,353942.4692
Punjab,Fatehgarh Sahib,2000,3.7400002,130869.8139
Punjab,Fatehgarh Sahib,2002,1.295,134832.8664
Punjab,Fatehgarh Sahib,2004,4.2799997,150374.3301
Punjab,Fatehgarh Sahib,2005,1.64,157746.8314
Punjab,Fatehgarh Sahib,2006,5.5657144,174759.67
Punjab,Fatehgarh Sahib,2007,6.7266665,189894.1595
Punjab,Fatehgarh Sahib,2008,4.2834191,200421.2722
Punjab,Fatehgarh Sahib,2009,5.8299999,213223.6778
Punjab,Fatehgarh Sahib,2010,3.8966668,226995.4769
Punjab,Fatehgarh Sahib,2012,3.4319999,251812.5938
Punjab,Fatehgarh Sahib,2013,1.7720001,267515.21
Punjab,Fatehgarh Sahib,2014,-2.9088888,278484.6
Punjab,Fatehgarh Sahib,2015,1.2579999,294894.8566
Punjab,Fatehgarh Sahib,2016,3.3499999,315782.9924
Punjab,Fatehgarh Sahib,2018,3.9569783,353942.4692
Punjab,Ferozepur,2000,8.4077406,130869.8139
Punjab,Ferozepur,2004,10.24,150374.3301
Punjab,Ferozepur,2005,14.446667,157746.8314
Punjab,Ferozepur,2006,13.34,174759.67
Punjab,Ferozepur,2007,10.022052,189894.1595
Punjab,Ferozepur,2008,6.9549999,200421.2722
Punjab,Ferozepur,2009,5.5749998,213223.6778
Punjab,Ferozepur,2010,6.353333,226995.4769
Punjab,Ferozepur,2012,13.5,251812.5938
Punjab,Ferozepur,2013,7.2910409,267515.21
Punjab,Ferozepur,2014,-2.699091,278484.6
Punjab,Ferozepur,2016,-14.66,315782.9924
Punjab,Ferozepur,2018,-1.1145583,353942.4692
Punjab,Firozpur,2018,-17.56562,353942.4692
Punjab,Gurdaspur,2000,2.8225,130869.8139
Punjab,Gurdaspur,2002,2.6575,134832.8664
Punjab,Gurdaspur,2004,2.1233332,150374.3301
Punjab,Gurdaspur,2005,2.7525001,157746.8314
Punjab,Gurdaspur,2006,3.54,174759.67
Punjab,Gurdaspur,2007,3.4688888,189894.1595
Punjab,Gurdaspur,2008,3.5599999,200421.2722
Punjab,Gurdaspur,2009,1.6133333,213223.6778
Punjab,Gurdaspur,2010,3.6833334,226995.4769
Punjab,Gurdaspur,2012,3.9942858,251812.5938
Punjab,Gurdaspur,2013,1.4085715,267515.21
Punjab,Gurdaspur,2014,0.85615385,278484.6
Punjab,Gurdaspur,2015,0.95925927,294894.8566
Punjab,Gurdaspur,2016,-3.0799999,315782.9924
Punjab,Gurdaspur,2018,0.22935495,353942.4692
Punjab,Hoshiarpur,2000,2.1244445,130869.8139
Punjab,Hoshiarpur,2001,1.63,132574.7758
Punjab,Hoshiarpur,2004,0.95031947,150374.3301
Punjab,Hoshiarpur,2005,1.9679999,157746.8314
Punjab,Hoshiarpur,2006,1.5599999,174759.67
Punjab,Hoshiarpur,2007,1.524,189894.1595
Punjab,Hoshiarpur,2008,3.1099999,200421.2722
Punjab,Hoshiarpur,2009,0.704,213223.6778
Punjab,Hoshiarpur,2010,2.4000001,226995.4769
Punjab,Hoshiarpur,2012,1.4549999,251812.5938
Punjab,Hoshiarpur,2013,1.9175,267515.21
Punjab,Hoshiarpur,2014,0.68117648,278484.6
Punjab,Hoshiarpur,2016,0.37,315782.9924
Punjab,Hoshiarpur,2018,0.72500527,353942.4692
Punjab,Jalandhar,2000,6.3299999,130869.8139
Punjab,Jalandhar,2004,4.7313938,150374.3301
Punjab,Jalandhar,2005,3.0066667,157746.8314
Punjab,Jalandhar,2006,5.1278596,174759.67
Punjab,Jalandhar,2007,1.8101956,189894.1595
Punjab,Jalandhar,2008,4.9099998,200421.2722
Punjab,Jalandhar,2009,7.5,213223.6778
Punjab,Jalandhar,2010,4.5085716,226995.4769
Punjab,Jalandhar,2012,3.53,251812.5938
Punjab,Jalandhar,2013,3.4311111,267515.21
Punjab,Jalandhar,2014,2.4860001,278484.6
Punjab,Jalandhar,2016,-0.57999998,315782.9924
Punjab,Jalandhar,2018,2.3471279,353942.4692
Punjab,Kapurthala,2000,4.9549999,130869.8139
Punjab,Kapurthala,2002,2.9686327,134832.8664
Punjab,Kapurthala,2004,3.0,150374.3301
Punjab,Kapurthala,2005,4.6900001,157746.8314
Punjab,Kapurthala,2006,1.8233334,174759.67
Punjab,Kapurthala,2007,3.4666667,189894.1595
Punjab,Kapurthala,2008,3.9666667,200421.2722
Punjab,Kapurthala,2009,0.86000001,213223.6778
Punjab,Kapurthala,2010,2.4099998,226995.4769
Punjab,Kapurthala,2012,2.9485714,251812.5938
Punjab,Kapurthala,2013,2.576,267515.21
Punjab,Kapurthala,2014,2.2114286,278484.6
Punjab,Kapurthala,2016,0.16,315782.9924
Punjab,Kapurthala,2018,2.7978096,353942.4692
Punjab,Ludhiana,2000,4.9679999,130869.8139
Punjab,Ludhiana,2001,3.2628572,132574.7758
Punjab,Ludhiana,2004,4.4249997,150374.3301
Punjab,Ludhiana,2005,1.6466666,157746.8314
Punjab,Ludhiana,2006,0.63999999,174759.67
Punjab,Ludhiana,2007,6.1599998,189894.1595
Punjab,Ludhiana,2009,8.0599995,213223.6778
Punjab,Ludhiana,2010,6.0299997,226995.4769
Punjab,Ludhiana,2012,6.4799995,251812.5938
Punjab,Ludhiana,2013,1.557676,267515.21
Punjab,Ludhiana,2014,-0.66941172,278484.6
Punjab,Ludhiana,2015,-2.2079999,294894.8566
Punjab,Ludhiana,2016,-2.48,315782.9924
Punjab,Ludhiana,2018,1.6961559,353942.4692
Punjab,Mansa,2000,9.9499998,130869.8139
Punjab,Mansa,2001,12.03,132574.7758
Punjab,Mansa,2002,11.485455,134832.8664
Punjab,Mansa,2004,8.8709087,150374.3301
Punjab,Mansa,2005,5.0799999,157746.8314
Punjab,Mansa,2006,12.047692,174759.67
Punjab,Mansa,2007,8.949091,189894.1595
Punjab,Mansa,2008,14.143552,200421.2722
Punjab,Mansa,2009,16.326429,213223.6778
Punjab,Mansa,2010,12.757143,226995.4769
Punjab,Mansa,2012,22.215,251812.5938
Punjab,Mansa,2013,9.4049997,267515.21
Punjab,Mansa,2014,10.883636,278484.6
Punjab,Mansa,2015,4.084444,294894.8566
Punjab,Mansa,2018,1.3388199,353942.4692
Punjab,Moga,2000,11.238182,130869.8139
Punjab,Moga,2001,12.58,132574.7758
Punjab,Moga,2004,6.1360002,150374.3301
Punjab,Moga,2005,1.92,157746.8314
Punjab,Moga,2008,2.48,200421.2722
Punjab,Moga,2010,3.4400001,226995.4769
Punjab,Moga,2012,4.0075712,251812.5938
Punjab,Moga,2013,3.1100001,267515.21
Punjab,Moga,2014,7.29,278484.6
Punjab,Moga,2015,0.43428582,294894.8566
Punjab,Moga,2018,8.9431305,353942.4692
Punjab,Muktsar,2000,6.3070869,130869.8139
Punjab,Muktsar,2004,5.0366669,150374.3301
Punjab,Muktsar,2005,5.7066665,157746.8314
Punjab,Muktsar,2006,4.2133331,174759.67
Punjab,Muktsar,2007,5.8699999,189894.1595
Punjab,Muktsar,2008,10.686666,200421.2722
Punjab,Muktsar,2009,10.02,213223.6778
Punjab,Muktsar,2010,27.08,226995.4769
Punjab,Muktsar,2012,4.1900001,251812.5938
Punjab,Muktsar,2013,7.46,267515.21
Punjab,Muktsar,2014,-22.217777,278484.6
Punjab,Muktsar,2018,-16.441578,353942.4692
Punjab,Patiala,2000,5.9755554,130869.8139
Punjab,Patiala,2002,6.3249998,134832.8664
Punjab,Patiala,2004,7.1145453,150374.3301
Punjab,Patiala,2005,10.25,157746.8314
Punjab,Patiala,2006,9.584444,174759.67
Punjab,Patiala,2007,8.0123072,189894.1595
Punjab,Patiala,2008,5.7769232,200421.2722
Punjab,Patiala,2009,8.687273,213223.6778
Punjab,Patiala,2010,5.6716666,226995.4769
Punjab,Patiala,2012,6.7630768,251812.5938
Punjab,Patiala,2013,5.1912498,267515.21
Punjab,Patiala,2014,3.5599999,278484.6
Punjab,Patiala,2015,2.9347367,294894.8566
Punjab,Patiala,2016,5.4933333,315782.9924
Punjab,Patiala,2018,0.9592362,353942.4692
Punjab,Rupnagar,2000,2.5742857,130869.8139
Punjab,Rupnagar,2001,0.90999997,132574.7758
Punjab,Rupnagar,2002,2.1711111,134832.8664
Punjab,Rupnagar,2004,3.036,150374.3301
Punjab,Rupnagar,2005,1.552,157746.8314
Punjab,Rupnagar,2006,2.5466666,174759.67
Punjab,Rupnagar,2007,1.0347338,189894.1595
Punjab,Rupnagar,2008,1.37,200421.2722
Punjab,Rupnagar,2009,1.13,213223.6778
Punjab,Rupnagar,2010,0.91500002,226995.4769
Punjab,Rupnagar,2012,3.9499998,251812.5938
Punjab,Rupnagar,2013,6.7057142,267515.21
Punjab,Rupnagar,2014,-0.97499996,278484.6
Punjab,Rupnagar,2015,-0.88200003,294894.8566
Punjab,Rupnagar,2018,0.47705227,353942.4692
Punjab,S.A.S Nagar,2000,0.039999999,130869.8139
Punjab,S.A.S Nagar,2002,1.76,134832.8664
Punjab,S.A.S Nagar,2004,1.04,150374.3301
Punjab,S.A.S Nagar,2006,2.3199999,174759.67
Punjab,S.A.S Nagar,2007,0.88,189894.1595
Punjab,S.A.S Nagar,2008,1.64,200421.2722
Punjab,S.A.S Nagar,2009,5.52,213223.6778
Punjab,S.A.S Nagar,2010,7.5,226995.4769
Punjab,S.A.S Nagar,2014,4.3200002,278484.6
Punjab,S.A.S Nagar,2015,5.0999999,294894.8566
Punjab,S.A.S Nagar,2018,0.037177257,353942.4692
Punjab,Sahibzada Ajit Singh Nagar,2000,4.7160001,130869.8139
Punjab,Sahibzada Ajit Singh Nagar,2002,4.237143,134832.8664
Punjab,Sahibzada Ajit Singh Nagar,2004,4.1280003,150374.3301
Punjab,Sahibzada Ajit Singh Nagar,2005,2.04,157746.8314
Punjab,Sahibzada Ajit Singh Nagar,2006,4.5999999,174759.67
Punjab,Sahibzada Ajit Singh Nagar,2007,5.2049999,189894.1595
Punjab,Sahibzada Ajit Singh Nagar,2008,6.9960003,200421.2722
Punjab,Sahibzada Ajit Singh Nagar,2009,8.3150005,213223.6778
Punjab,Sahibzada Ajit Singh Nagar,2010,5.5285711,226995.4769
Punjab,Sahibzada Ajit Singh Nagar,2012,8.1674995,251812.5938
Punjab,Sahibzada Ajit Singh Nagar,2013,6.7049999,267515.21
Punjab,Sahibzada Ajit Singh Nagar,2014,-0.79428595,278484.6
Punjab,Sahibzada Ajit Singh Nagar,2015,-7.3200002,294894.8566
Punjab,Sahibzada Ajit Singh Nagar,2016,-56.119999,315782.9924
Punjab,Sahibzada Ajit Singh Nagar,2018,-2.4382281,353942.4692
Punjab,Sangrur,2000,13.2225,130869.8139
Punjab,Sangrur,2001,11.316,132574.7758
Punjab,Sangrur,2002,14.945,134832.8664
Punjab,Sangrur,2004,14.985,150374.3301
Punjab,Sangrur,2005,7.7999997,157746.8314
Punjab,Sangrur,2006,11.548889,174759.67
Punjab,Sangrur,2007,9.9118309,189894.1595
Punjab,Sangrur,2008,12.3775,200421.2722
Punjab,Sangrur,2009,5.6826601,213223.6778
Punjab,Sangrur,2010,8.6971426,226995.4769
Punjab,Sangrur,2012,6.7627168,251812.5938
Punjab,Sangrur,2013,6.1075001,267515.21
Punjab,Sangrur,2014,5.9216666,278484.6
Punjab,Sangrur,2015,7.5,294894.8566
Punjab,Sangrur,2016,1.64,315782.9924
Punjab,Sangrur,2018,6.3156223,353942.4692
Punjab,Shahid Bhagat Singh Nagar,2000,2.2750001,130869.8139
Punjab,Shahid Bhagat Singh Nagar,2001,2.6066668,132574.7758
Punjab,Shahid Bhagat Singh Nagar,2004,1.4400001,150374.3301
Punjab,Shahid Bhagat Singh Nagar,2005,0.87,157746.8314
Punjab,Shahid Bhagat Singh Nagar,2006,0.80000001,174759.67
Punjab,Shahid Bhagat Singh Nagar,2007,2.0621603,189894.1595
Punjab,Shahid Bhagat Singh Nagar,2008,1.64,200421.2722
Punjab,Shahid Bhagat Singh Nagar,2009,7.5,213223.6778
Punjab,Shahid Bhagat Singh Nagar,2010,6.5799999,226995.4769
Punjab,Shahid Bhagat Singh Nagar,2012,3.6497309,251812.5938
Punjab,Shahid Bhagat Singh Nagar,2013,1.96,267515.21
Punjab,Shahid Bhagat Singh Nagar,2014,0.90333331,278484.6
Punjab,Shahid Bhagat Singh Nagar,2016,5.7199998,315782.9924
Punjab,Shahid Bhagat Singh Nagar,2018,2.1586812,353942.4692
Punjab,Tarn Taran,2000,9.5500002,130869.8139
Punjab,Tarn Taran,2001,2.8800001,132574.7758
Punjab,Tarn Taran,2002,9.8771429,134832.8664
Punjab,Tarn Taran,2004,8.0240002,150374.3301
Punjab,Tarn Taran,2005,4.7449999,157746.8314
Punjab,Tarn Taran,2006,4.1304259,174759.67
Punjab,Tarn Taran,2007,6.3028574,189894.1595
Punjab,Tarn Taran,2008,5.6666665,200421.2722
Punjab,Tarn Taran,2009,4.3571429,213223.6778
Punjab,Tarn Taran,2010,5.0685716,226995.4769
Punjab,Tarn Taran,2012,8.9381323,251812.5938
Punjab,Tarn Taran,2013,9.2577782,267515.21
Punjab,Tarn Taran,2014,9.903636,278484.6
Punjab,Tarn Taran,2015,8.4444447,294894.8566
Punjab,Tarn Taran,2016,1.0866667,315782.9924
Punjab,Tarn Taran,2018,2.9802663,353942.4692
Rajasthan,Ajmer,2000,10.77,174260.9951
Rajasthan,Ajmer,2001,6.2388887,194104.6612
Rajasthan,Ajmer,2002,11.687143,170786.1681
Rajasthan,Ajmer,2004,9.9773912,219623.1495
Rajasthan,Ajmer,2005,9.8969231,234376.8328
Rajasthan,Ajmer,2006,10.167692,261962.6382
Rajasthan,Ajmer,2007,5.9260001,273898.8027
Rajasthan,Ajmer,2008,6.7460003,296930.5963
Rajasthan,Ajmer,2009,6.6166668,314237.3713
Rajasthan,Ajmer,2010,4.6276922,361435.8555
Rajasthan,Ajmer,2011,6.1381817,395330.9317
Rajasthan,Ajmer,2012,5.6014285,409802.4908
Rajasthan,Ajmer,2013,8.1083336,434292.2193
Rajasthan,Ajmer,2014,-5.3209524,465407.7311
Rajasthan,Ajmer,2015,1.0177778,501921.5114
Rajasthan,Ajmer,2018,0.0,568101.883
Rajasthan,Alwar,2000,11.16,174260.9951
Rajasthan,Alwar,2001,5.9974999,194104.6612
Rajasthan,Alwar,2002,10.656842,170786.1681
Rajasthan,Alwar,2004,11.544762,219623.1495
Rajasthan,Alwar,2005,7.7054543,234376.8328
Rajasthan,Alwar,2006,7.0149999,261962.6382
Rajasthan,Alwar,2007,5.027143,273898.8027
Rajasthan,Alwar,2008,6.9833336,296930.5963
Rajasthan,Alwar,2009,7.0826669,314237.3713
Rajasthan,Alwar,2010,8.5033331,361435.8555
Rajasthan,Alwar,2011,4.6399999,395330.9317
Rajasthan,Alwar,2012,6.2027273,409802.4908
Rajasthan,Alwar,2013,6.895,434292.2193
Rajasthan,Alwar,2014,1.7235293,465407.7311
Rajasthan,Alwar,2015,0.84200013,501921.5114
Rajasthan,Alwar,2018,0.0,568101.883
Rajasthan,Banswara,2000,3.4720001,174260.9951
Rajasthan,Banswara,2001,0.17,194104.6612
Rajasthan,Banswara,2002,2.422857,170786.1681
Rajasthan,Banswara,2004,4.9383335,219623.1495
Rajasthan,Banswara,2005,6.2550001,234376.8328
Rajasthan,Banswara,2006,4.3557143,261962.6382
Rajasthan,Banswara,2007,4.1399999,273898.8027
Rajasthan,Banswara,2008,2.0914285,296930.5963
Rajasthan,Banswara,2009,1.1683333,314237.3713
Rajasthan,Banswara,2010,1.36,361435.8555
Rajasthan,Banswara,2011,2.04,395330.9317
Rajasthan,Banswara,2012,2.0,409802.4908
Rajasthan,Banswara,2013,2.8699999,434292.2193
Rajasthan,Banswara,2014,-3.3707693,465407.7311
Rajasthan,Banswara,2015,-2.3516667,501921.5114
Rajasthan,Banswara,2018,0.0,568101.883
Rajasthan,Baran,2000,2.3066666,174260.9951
Rajasthan,Baran,2001,1.12,194104.6612
Rajasthan,Baran,2002,0.88,170786.1681
Rajasthan,Baran,2004,1.8066666,219623.1495
Rajasthan,Baran,2005,1.3933333,234376.8328
Rajasthan,Baran,2006,0.75999999,261962.6382
Rajasthan,Baran,2007,0.64999998,273898.8027
Rajasthan,Baran,2008,0.002588438,296930.5963
Rajasthan,Baran,2009,1.12,314237.3713
Rajasthan,Baran,2010,1.2933334,361435.8555
Rajasthan,Baran,2011,1.1799999,395330.9317
Rajasthan,Baran,2012,1.5039999,409802.4908
Rajasthan,Baran,2013,1.768,434292.2193
Rajasthan,Baran,2014,-9.0539999,465407.7311
Rajasthan,Baran,2015,-5.4833331,501921.5114
Rajasthan,Baran,2018,0.0,568101.883
Rajasthan,Barmer,2000,7.3836303,174260.9951
Rajasthan,Barmer,2001,8.8666668,194104.6612
Rajasthan,Barmer,2002,6.4285717,170786.1681
Rajasthan,Barmer,2004,6.2577777,219623.1495
Rajasthan,Barmer,2005,5.7415385,234376.8328
Rajasthan,Barmer,2006,5.9097662,261962.6382
Rajasthan,Barmer,2007,7.6671729,273898.8027
Rajasthan,Barmer,2008,8.5360003,296930.5963
Rajasthan,Barmer,2009,9.0200005,314237.3713
Rajasthan,Barmer,2010,6.6616669,361435.8555
Rajasthan,Barmer,2011,4.7474999,395330.9317
Rajasthan,Barmer,2012,3.647933,409802.4908
Rajasthan,Barmer,2013,7.4499998,434292.2193
Rajasthan,Barmer,2014,-12.009286,465407.7311
Rajasthan,Barmer,2015,-16.314667,501921.5114
Rajasthan,Barmer,2018,0.0,568101.883
Rajasthan,Bharatpur,2000,7.9400001,174260.9951
Rajasthan,Bharatpur,2001,7.2199998,194104.6612
Rajasthan,Bharatpur,2002,7.54602,170786.1681
Rajasthan,Bharatpur,2004,12.604,219623.1495
Rajasthan,Bharatpur,2005,11.292001,234376.8328
Rajasthan,Bharatpur,2006,17.0,261962.6382
Rajasthan,Bharatpur,2007,9.8575001,273898.8027
Rajasthan,Bharatpur,2008,2.29,296930.5963
Rajasthan,Bharatpur,2009,8.6320782,314237.3713
Rajasthan,Bharatpur,2010,9.6111107,361435.8555
Rajasthan,Bharatpur,2011,13.461666,395330.9317
Rajasthan,Bharatpur,2012,8.0199995,409802.4908
Rajasthan,Bharatpur,2013,13.32,434292.2193
Rajasthan,Bharatpur,2014,-17.0448,465407.7311
Rajasthan,Bharatpur,2015,-11.255834,501921.5114
Rajasthan,Bharatpur,2018,0.0,568101.883
Rajasthan,Bhilwara,2000,6.6300001,174260.9951
Rajasthan,Bhilwara,2001,7.0728569,194104.6612
Rajasthan,Bhilwara,2002,6.0299997,170786.1681
Rajasthan,Bhilwara,2004,6.095294,219623.1495
Rajasthan,Bhilwara,2005,6.1500001,234376.8328
Rajasthan,Bhilwara,2006,6.9888887,261962.6382
Rajasthan,Bhilwara,2007,13.123333,273898.8027
Rajasthan,Bhilwara,2008,8.0342855,296930.5963
Rajasthan,Bhilwara,2009,7.0279999,314237.3713
Rajasthan,Bhilwara,2010,7.7314286,361435.8555
Rajasthan,Bhilwara,2011,6.9672728,395330.9317
Rajasthan,Bhilwara,2012,8.5485716,409802.4908
Rajasthan,Bhilwara,2013,3.3644445,434292.2193
Rajasthan,Bhilwara,2014,-4.5560002,465407.7311
Rajasthan,Bhilwara,2015,-2.8049998,501921.5114
Rajasthan,Bhilwara,2018,0.0,568101.883
Rajasthan,Bikaner,2000,2.9358699,174260.9951
Rajasthan,Bikaner,2001,5.6766667,194104.6612
Rajasthan,Bikaner,2002,4.5150003,170786.1681
Rajasthan,Bikaner,2004,6.1473684,219623.1495
Rajasthan,Bikaner,2005,11.064,234376.8328
Rajasthan,Bikaner,2006,9.9228573,261962.6382
Rajasthan,Bikaner,2007,11.477142,273898.8027
Rajasthan,Bikaner,2008,10.91275,296930.5963
Rajasthan,Bikaner,2009,8.1742859,314237.3713
Rajasthan,Bikaner,2010,5.4099998,361435.8555
Rajasthan,Bikaner,2011,3.8699999,395330.9317
Rajasthan,Bikaner,2012,3.7425001,409802.4908
Rajasthan,Bikaner,2013,3.54,434292.2193
Rajasthan,Bikaner,2014,-0.16133337,465407.7311
Rajasthan,Bikaner,2015,-8.9443483,501921.5114
Rajasthan,Bikaner,2018,0.0,568101.883
Rajasthan,Bundi,2000,7.1599998,174260.9951
Rajasthan,Bundi,2001,6.5799999,194104.6612
Rajasthan,Bundi,2002,5.7666669,170786.1681
Rajasthan,Bundi,2004,8.9066668,219623.1495
Rajasthan,Bundi,2005,8.1999998,234376.8328
Rajasthan,Bundi,2006,6.2566667,261962.6382
Rajasthan,Bundi,2008,4.6799998,296930.5963
Rajasthan,Bundi,2009,6.5799999,314237.3713
Rajasthan,Bundi,2010,5.7257142,361435.8555
Rajasthan,Bundi,2011,4.8649998,395330.9317
